row_id,tokens,relation,head_pos,tail_pos
56,"For example , Sam Hunt 's "" Montevallo "" sold for $ 6.99 ( less than its standard iTunes price of $ 9.99 ) .",performer,7,3 4
1212,In 2003 Crossby terminated his contract with Columbia Games and formed Keléstia Productions to continue Hârn publications of his own .,publisher,15,11 12
527,"Asiasoft , an MMORPG publisher released "" Phantasy Star Online 2 "" in Southeast Asia .",publisher,7 8 9 10,0
2284,"In March 2015 , Archie Comics announced the Archie Horror imprint due to the successes with "" Afterlife with Archie "" and "" Chilling Adventures of Sabrina "" .",publisher,23 24 25 26,8 9
1954,"In 1942 the novel was used as the basis for the historical film "" Luisa Sanfelice "" directed by Leo Menardi .",director,14 15,19 20
2285,"Chan , who was also the writer and director of "" Fist of Legend "" , announced that Donnie Yen would replace Jet Li as Chen Zhen in the film .",characters,11 12 13,25 26
1829,"In 1956 he is credited with composing the song "" Rock ' N ' Roll Polka "" as recorded by John Serry Sr . ( "" See Squeeze Play ( album ) ) "" .",performer,27 28 29 30 31,20 21 22 23
1831,"Pamela Romanowsky is a film director and screenwriter best known for her 2015 film "" The Adderall Diaries "" , an adaptation of Stephen Elliot 's memoir of the same name .",director,15 16 17,0 1
293,"Apocalyptica also made the music for the episode "" On Finn Ice "" of Rovio Entertainment 's video game "" Angry Birds Seasons "" .",publisher,20 21 22,14 15
1493,"In 1997 , debutant director Bala offered him the role of the rogue Sethu ( Chiyaan ) , in the film "" Sethu "" .",director,13,5
1355,"The first game to use it was Nexon 's QuizQuiz , released in October 1999 , and made by Lee Seungchan , who would go on to create MapleStory .",publisher,28,7
364,"One of such action - adventure game franchises is "" Grand Theft Auto "" , which Rockstar Games took over from BMG Interactive , which published the series ' original 1997 entry .",publisher,26 27 28 29 30 31,16 17
1159,"Published in "" SciFi.com "" in 2005 ; in "" Bloodchild and Other Stories "" , Seven Stories Press in 2005 .",publisher,10 11 12 13,16 17 18
1141,"The highlight of O'Loughlin 's stage career was a national tour of "" A Streetcar Named Desire "" as Stanley Kowalski , opposite Tallulah Bankhead as Blanche DuBois .",characters,13 14 15 16,19 20
1161,"The first episode of the Blackadder II series ends with Blackadder 's servant , Baldrick , acting as bridesmaid , and Lord Flashheart swapping clothes and running off with Blackadder 's bride .",characters,5 6,14
1360,""" The Last Airbender "" stars Noah Ringer as Aang , Nicola Peltz as Katara , Jackson Rathbone as Sokka , Dev Patel as Zuko , and Shaun Toub as Iroh .",characters,1 2 3,19
280,"On 1 January 2000 , Ham 's debut novel "" The Dressmaker "" was published by Duffy & Snellgrove .",publisher,10 11,16 17 18
2012,"In November 2006 , ReganBooks announced a book by Simpson , titled "" If I Did It , "" an account which the publisher said was a hypothetical confession .",publisher,13 14 15 16,4
922,"Jensen is best known as the guitar player in Dub Pistols , and as the writer and remixer of Armand Van Helden 's hit "" My My My "" .",performer,25 26 27,19 20 21
1147,"Nevertheless , he was cast in the lead role of the 1949 René Clément film "" Au - Delà Des Grilles "" , which won the Academy Award for Best Foreign Language Film .",director,16 17 18 19 20,12 13
389,"The first single from the album is "" King without a Crown "" , which was also appeared on Matisyahu 's previous album , "" Live at Stubb 's "" .",performer,8 9 10 11,19
110,"His first film role was as the notorious Emperor Caligula in "" The Robe "" ( 1953 ) , which he reprised in "" Demetrius and the Gladiators "" ( 1954 ) .",characters,12 13,8 9
120,"Crossley - Holland was awarded the 1985 Carnegie Medal and 2007 "" Anniversary Top Ten "" recognition from British librarians for "" Storm "" ( Heinemann , 1984 ) .",publisher,22,25
1623,"In 1967 , Prima landed a role in Walt Disney 's animated feature "" The Jungle Book "" , as the raucous orangutan King Louie .",characters,14 15 16,23 24
1225,"The first two films "" Housefull "" and "" Housefull 2 "" is directed by Sajid Khan .",director,9 10,15 16
537,"He also contributed to Puscifer 's "" Donkey Punch the Night "" EP and "" All Re - Mixed Up "" remix album in 2013 .",performer,15 16 17 18 19,4
1285,"The ride was constructed in promotion of The Dark Knight , and its preshow features Aaron Eckhart reprising his role as Harvey Dent from the film .",characters,7 8 9,21 22
2491,"He contributed to the charting albums "" Terror and Magnificence "" ( 1996 ) by Elvis Costello and Sarah Leonard , and "" Standing Stone "" ( 1997 ) by Paul McCartney .",performer,22 23 24 25,30 31
1148,"In 2016 , Capaldi reprised his role as the Twelfth Doctor in the Doctor Who spin - off programme , Class , written by young - adult author , Patrick Ness .",characters,20,9 10
1061,The conversion of Cornelius comes after a separate vision given to Simon Peter ( ) himself .,characters,6 7 8,11 12
1460,"Mensah played the character Oenomaus in "" Spartacus "" and was on the Spartacus Panel at Comic Con 2009 and 2011 .",characters,7,4
302,Koala Motel is the fourth album by Australian alternative country musician Anne McCue .,performer,0 1,11 12
2222,"Two decades later , Heston reprised his role as Mark Antony in both "" Julius Caesar "" and "" Antony and Cleopatra "" .",characters,19 20 21,9 10
691,"In the late 80s , a film directed by Brian De Palma , "" The Untouchables "" , documented the enforcement efforts of Eliot Ness in bringing down Al Capone .",characters,14 15,28 29
101,""" Mojo "" ( London , UK : Bauer Media Group ) .",publisher,1,8 9 10
2251,"Lodge has served the broader scientific community as the Editor - in - Chief for the American Chemical Society journals "" Macromolecules "" and "" ACS Macro Letters "" .",publisher,20 21 22,16 17 18
153,"On 7 May 2012 it was announced that Kelsey would be joining "" Doctors "" as new practice manager Howard Bellamy , replacing departing long - running character Julia Parsons .",characters,28 29,13
474,"Radiohead dedicated the 2017 "" OKNOTOK "" reissue of their 1997 album "" OK Computer "" to Owen 's memory .",performer,5,0
2683,She asks Leonardo to help capture alive one of the mysterious warriors that are giving much trouble for the Foot everywhere . Teenage Mutant Ninja Turtles Volume 4 # 11 .,characters,22 23 24 25,2
373,"It is Chip 's first album in six years since "" Transition "" ( 2011 ) and parting ways with Sony Music .",performer,11,2
1420,"Dokuz Dağın Efesi , or Dokuz Dağın Efesi : Çakici Geliyor is a 1958 Turkish drama film directed by Metin Erksan .",director,0 1 2,19 20
2688,"Although the Riddler continues to be steps ahead of the Dark Knight , he is eventually defeated by the combined efforts of Batman , Commissioner James Gordon and Wayne Enterprises SEO Lucius Fox .",characters,10 11,24 25 26
770,"The Golden Lion was awarded to "" Così ridevano "" by Gianni Amelio .",director,7 8,11 12
1089,""" Rescue Dawn "" , by German filmmaker Werner Herzog , had him playing U.S.",director,1 2,8 9
2691,"In the 1963 story "" The Daleks "" , the First Doctor does the same thing to Ian Chesterton , forcing them to invade a Dalek city to recover the materials needed to fix it .",characters,5 6,17 18
994,""" Knights of Xentar "" was the second hentai RPG released by Megatech Software after "" Cobra Mission "" and remains the only "" Dragon Knight "" game to be ever released outside Japan .",publisher,1 2 3,12 13
1130,"She began her acting career whilst still a schoolgirl - starring in the 1966 released Sinhalese film "" Sath Samudura "" directed by Siri Gunasinghe .",director,18 19,23 24
2234,"Continuity and Change ( Cambridge University Press ) 23 , no .",publisher,0 1 2,4 5 6
1684,"Earlier on , both Galley and Holland lent a hand in the recording of Glenn Hughes ' first solo album , "" Play Me Out "" , offering a unique blend of psychedelic jazz funk .",performer,22 23 24,14 15
422,"William Gillette 's 1899 stage play "" Sherlock Holmes "" is based on several stories , among them "" A Scandal in Bohemia "" .",characters,19 20 21 22,7 8
1677,"The 1974 television film called "" Wonder Woman "" directed by Vincent McEveety and starring Cathy Lee Crosby , was a pilot for an intended television series being considered by ABC .",director,6 7,11 12
2648,"The season introduces the Red Room and the origins of the Black Widow program , which will eventually produce Natasha Romanoff , who appears in multiple MCU films portrayed by Scarlett Johansson .",performer,19 20,30 31
236,"Laurel Films also produced Li Yu 's previous film "" Lost in Beijing "" .",director,10 11 12,4 5
2030,"Successful examples of these are the "" Pilotwings "" series by Nintendo and the "" Ace Combat "" series by Namco .",publisher,15 16,20
2084,Shadow Man : 2econd Coming is an action - adventure video game developed by Acclaim Studios Teesside and published by Acclaim Entertainment for the PlayStation 2 .,publisher,0 1,20 21
319,"The album received a major boost when the single "" You and Me Song "" was featured on the soundtrack to Baz Luhrmann 's 1996 film , "" Romeo + Juliet "" .",director,28 29 30,21 22
1024,In 2015 the RCA placed first in the art and design subject area in the QS World University Rankings published by Quacquarelli Symonds .,publisher,15 16 17 18,21 22
2616,"Chen Kunhou 's 1983 film "" Growing Up "" provides a nuanced perspective on the experience of a very young boy , from an ordinary family , getting into progressively more trouble .",director,6 7,0 1
214,"Since 2009 , he is co - editor ( with Russell Mittermeier ) of the book series "" Handbook of the Mammals of the World "" , from the Spanish publishing house Lynx Edicions .",publisher,18 19 20 21 22 23 24,32 33
1235,Her one - shot was published in the March 2013 issue of Hakusensha 's bi - monthly shōjo manga magazine LaLa DX .,publisher,20 21,12
465,""" Runaway Reptar "" was written by Ali Marie Matheson and Jon Cooksey and directed by John Holmquist and Jim Duffy .",director,1 2,16 17
2183,"Cummins 's photographs have been used extensively in cinema and TV documentaries including Grant Gee 's "" Joy Division "" and John Dower 's "" "" .",director,17 18,13 14
1186,"Meiyang Chang , who placed fifth in this season , hosted the IPL 2009 and also received an offer to act in "" Badmaash Company "" , directed by Parmeet Sethi .",director,23 24,29 30
2151,"McGeoch did not participate in recording the group 's second album , "" The Anvil "" , because he was unable to be present as Visage were recording in London .",performer,13 14,25
2481,""" The Encyclopedia of Fantasy "" , London , Orbit Books , 1997 , p. 113 .",publisher,1 2 3 4,9 10
44,"Only 3,000 individually numbered copies of the album were made""Preorder The Fall of Troy 's Phantom on the Horizon "" "" Equal Vision Records "" .",performer,15 16 17 18,10 11 12 13
116,"In 1958 , Miller played Brunet in Maclean Rogers ' drama "" Mark of the Phoenix "" alongside Julia Arnall , Sheldon Lawrence and Anton Diffring .",director,12 13 14 15,7 8
1367,""" Just Like Paradise "" is a song by American rock singer David Lee Roth .",performer,1 2 3,12 13 14
2115,"His first major role in the cinema was as one of the devil 's envoys in Marcel Carné 's 1942 film "" Les Visiteurs du soir "" .",director,22 23 24 25,16 17
1180,"Mia Martini would return to the contest fifteen years later , singing "" Rapsodia "" at the Eurovision Song Contest 1992 .",performer,13,0 1
2046,"In 1985 , Astredo performed the role of Dr. Abraham Van Helsing in the national touring company production of "" Dracula "" , opposite Martin Landau in the title role .",characters,20,9 10 11
797,"Dialogue from the film was sampled by the British pop group Saint Etienne on their first album "" Foxbase Alpha "" on the track "" Etienne Gon na Die "" .",performer,18 19,11 12
1056,"In the 1967 film adaptation , Kissy is one of the ninja agents working for Tanaka , assigned to partner Bond after the death of Aki .",characters,2 3 4,25
2317,"Cassavetes 's younger daughter Zoe Cassavetes wrote and directed the 2007 film "" Broken English "" , featuring Rowlands and Parker Posey .",director,13 14,4 5
824,"From that , the gymnasium was nicknamed "" Moby Gymnasium "" for Moby Dick , the white whale of Herman Mellville 's classic story .",characters,22 23,12 13
1573,"The series was serialized in Shogakukan 's "" Weekly Shōnen Sunday "" manga magazine from April 22 , 2009 to December 13 , 2017 .",publisher,8 9 10,5
290,"It also includes an exclusive recording of The Rolling Stones ' "" Under My Thumb , "" a cover La Roux have been featuring in their then - recent live sets . ]",performer,12 13 14,7 8 9
1196,""" The Art of Woo "" was the feature film directorial debut of Helen Lee .",director,1 2 3 4,13 14
2083,""" Rock and a Hard Place "" is a song by the Rolling Stones from their 1989 album "" Steel Wheels "" .",performer,1 2 3 4 5,11 12 13
2323,"He catapulted to further fame with the release of 2014 film "" 1983 "" , a coming - of - age sports drama film which marked the debut of screenwriter - director Abrid Shine .",director,12,32 33
1327,"The prison also held Pierre Picaud , whose story was the inspiration for Edmond Dantès , the main character in Dumas ’s "" Count of Monte Cristo "" .",characters,22 23 24 25 26 27,13 14
529,"The title to the Pet Shop Boys song "" The Truck Driver And His Mate "" - b - side to the single "" Before "" - was inspired by the Yorkie Bar 's catchphrase .",performer,23 24 25,4 5 6
255,"A year later , in 1982 , the group , now known as DeBarge , found fame with the singles , "" I Like It "" and "" All This Love "" .",performer,22 23 24,13
1822,"The single was accompanied by a music video that is entirely different from the previous single "" Heaven "" , where Nina portrays a girl who ended her relationship with a guy .",performer,17,21
1210,He then joined acclaimed Filmmaker AR Murugadoss and worked in Tamil films 7aum Arivu and Thuppakki .,director,12 13,5 6
511,"In 2007 , HIM released "" Venus Doom "" , which went gold in Finland and Germany , and gave the band their highest US - chart position at number 12 .",performer,6 7,3
1351,Titanfall 2 is a first - person shooter video game developed by Respawn Entertainment and published by Electronic Arts .,publisher,0,17 18
1537,"A few moments later , Beyoncé introduced Kelly Rowland to the stage to perform her solo hit "" Like This "" ( 2007 ) with American rapper Eve .",performer,18 19,7 8
785,"The first one from their stable is "" Har Har Byomkesh "" by Arindam Sil , based on Saradindu Bandopadhyay 's "" Banhi Patanga "" .",director,8 9 10,13 14
166,"For example , Hermione ( accidentally ) joins Harry during the first task of the Triwizard Tournament , which was unlike both the book and the film , where Harry fights the dragon alone .",characters,23,3
765,""" Sworn Brothers "" or "" Blood Brothers "" ) is a 2010 South Korean action film directed by Jang Hoon , and one of the highest grossing Korean films of 2010 .",director,6 7,19 20
1871,"The album includes two cover songs , of The Kinks ' "" Come Dancing "" and Government Issue 's "" Hall of Fame "" , the latter included as a hidden track .",performer,12 13,8 9
26,"Jia would go on to star in other sixth generation films , notably with director Lou Ye in "" Weekend Lover "" ( 1994 ) and "" Suzhou River "" ( 2000 ) .",director,19 20,15 16
2559,"Reumah , according to Genesis 22:24 , was the concubine of Abraham 's brother Nahor , and the mother of his children Tebah , Gaham , Tahash , and Maachah .",characters,4,14
2710,""" Drop Girl "" is a song by American rapper Ice Cube , and produced by Redfoo for FooCo LLC ..",performer,1 2,10 11
876,"However , in the novelization of "" Resident Evil : Apocalypse "" , her name is Alice Abernathy .",characters,7 8 9 10,16 17
446,he also associated in a Tamil film Dum Dum Dum by Director Azhagam Perumal .,director,7 8 9,11 12 13
704,""" Team You "" is a song recorded by American recording artist Mýa from her seventh studio album "" Smoove Jones "" ( 2016 ) .",performer,19 20,12
849,"The Rogue Prince , or , a King 's Brother is a novelette by George R. R. Martin , published in the 2014 Bantam Spectra anthology "" Rogues "" .",publisher,27,23 24
2059,"He also supplied the voice of Raphael in the second live - action "" Ninja Turtles "" movie , "" "" .",characters,14 15,6
1524,"It was succeeded as French representative at the 2004 Contest by Jonatan Cerrada with "" À chaque pas "" .",performer,15 16 17,11 12
1643,"Many believe that Trenholm was the inspiration for the character of Rhett Butler in Margaret Mitchell 's novel , "" Gone with the Wind "" .",characters,20 21 22 23,11 12
357,"Unlike the previous release of "" Dance Dance Revolution "" on a Nintendo console , "" Dance Dance Revolution Mario Mix "" , "" Hottest Party "" was not a collaboration between Konami and Nintendo .",publisher,16 17 18 19 20,12
1300,"The satirical novel "" The Twelve Chairs "" features a famous episode : an abandoned wife chasing Ostap Bender , her runaway husband , through numerous editorial offices of the former Orphanage .",characters,4 5 6,17 18
1838,"Jonghyun composed and wrote the track "" Already "" for Taemin 's first full - length solo album , "" Press It "" , which was released in February 2016 .",performer,20 21,10
1948,"Grossman concurred , writing of "" A Dance with Dragons "" , "" Now the camera has swung back to the main characters : Jon Snow and Daenerys Targaryen and Tyrion Lannister . """,characters,6 7 8 9,24 25
60,"In 1955 he appeared in "" La Pointe Courte "" directed by Agnès Varda .",director,6 7 8,12 13
693,""" Tenth Avenue Freeze - Out "" is the second song on Bruce Springsteen 's breakthrough album "" Born to Run "" , released in 1975 .",performer,1 2 3 4 5,12 13
1626,"The subject of the film is musician Brian Eno ( shortly after his departure from Roxy Music ) , and features the recording sessions for Eno 's record Here Come the Warm Jets .",performer,28 29 30 31 32,7 8
575,"In 1941 , writer Virginia Woolf chose to self - publish her final novel "" Between the Acts "" on her Hogarth Press , in effect starting her own press .",publisher,15 16 17,21 22
786,""" If Death Ever Slept "" was adapted for a series of Nero Wolfe films produced by the Italian television network RAI .",characters,1 2 3 4,12 13
169,"One year later she got an equally important role , the newlywed dreamer Wanda in Federico Fellini 's "" The White Sheik "" .",director,19 20 21,15 16
1251,"Tokyopop released an anime collection in the United Kingdom market in late 2006 , including titles such as "" Initial D "" and "" Great Teacher Onizuka "" .",publisher,19 20,0
563,"Patrick Süskind 's novel "" Perfume "" published by Diogenes Verlag since 1985 has a detail from "" Jupiter and Antiope "" on the cover with the armpit of the naked sleeper in the centre .",publisher,5,9 10
2566,""" Empezar Desde Cero "" is RBD 's second studio album and first Spanish album to not have a Portuguese - languaged version released in Brazil .",performer,1 2 3,6
927,"The site 's consensus states : "" While far from a failure , "" Magic in the Moonlight "" is too slight to stand with Woody Allen 's finest work . """,director,14 15 16 17,25 26
1249,"Sir Arthur Conan Doyle created a Lascar foil to Sherlock Holmes in "" The Man with the Twisted Lip "" .",characters,13 14 15 16 17 18,9 10
2378,"The Beagle Scouts appear in "" The Peanuts Movie "" alongside Woodstock , acting as the pit crew for Snoopy 's ' plane ' in the Flying Ace sequences .",characters,6 7 8,11
574,"Goldmark finds similarities with "" The Band Concert "" ( 1935 ) , where Donald Duck insists on playing "" Turkey in the Straw "" and infuriates Mickey Mouse .",characters,5 6 7,14 15
1860,"Mario is the main character of "" The Thousand - Year Door "" , although the story also rotates between portions where you play briefly as Princess Peach and Bowser .",characters,7 8 9 10 11,0
67,"Later that night , Nelson 's mom has left town , and Nelson , having no place else to go , decides to stay with the Simpsons .",characters,26,4
1228,"The game 's soundtrack was composed by Hirokazu Tanaka , the same composer who worked on the music for earlier Nintendo games such as "" Balloon Fight "" and "" Duck Hunt "" .",publisher,25 26,20
2160,"He was also one of many musical celebrities making a cameo appearance in Andrzej Wajda 's 1960 film "" Niewinni Czarodzieje "" ( "" Innocent Sorcerers "" ) .",director,24 25,13 14
2338,"He starred in the Cary Joji Fukunaga movie "" Sin Nombre "" in the role of Willy , nicknamed El Casper , a Mara Salvatrucha gang member in Chiapas , Mexico .",director,9 10,4 5 6
2235,""" The Principles of Quantum Mechanics "" , 4th edition , Oxford University Press , Oxford UK , p.   8 .",publisher,1 2 3 4 5,11 12 13
1274,"He followed this with another biographical role as American football coach Herman Boone in the 2000 sports drama "" Remember the Titans "" .",characters,19 20 21,11 12
1057,"Eugène de Rastignac is a fictional character from "" La Comédie humaine "" , a series of novels by Honoré de Balzac .",characters,9 10 11,0 1 2
1013,""" Yellow Orange Rays "" is a song by Australian born singer - songwriter , producer , and remix engineer Sam Sparro .",performer,1 2 3,20 21
1426,"The gameplay and animation of this game is similar to Infogrames previous release , "" Tintin in Tibet "" , which was released in 1995 .",publisher,15 16 17,10
1825,"It is an excerpt from his larger novel , "" Chesapeake "" , which was published by Random House the same year .",publisher,10,17 18
1620,"Plankton and Karen have been featured in various forms of "" SpongeBob SquarePants "" merchandise , including video games and action figures .",characters,11 12,0 1 2
2547,"Another story which pits Holmes and Watson against Jack the Ripper is Lyndsay Faye 's "" Dust and Shadow "" ( 2009 ) .",characters,16 17 18,8 9 10
1581,"Mulligan 's most notable film role was as General Custer in "" Little Big Man "" , whom he portrayed as a borderline psychotic .",characters,12 13 14,8 9
1124,"Instant Schlager is the first studio album by the Danish rock band Warm Guns , released in 1980 on Vertigo .",performer,0 1,12 13
1278,"The track is featured on "" NBA Live 10 "" , and as a remixed version featuring De La Soul on EA Sports game , "" FIFA 10 "" .",publisher,26 27,21 22
242,"On 2003 , Don Omar released his debut album "" The Last Don "" including the singles "" Dale Don Dale "" , "" Dile "" and "" Intocable "" .",performer,28,3 4
2466,"The opening theme for the first five episodes is Orange Range 's single "" Asterisk "" ; the rest use "" D - tecnoLife "" by Uverworld .",performer,14,9 10
2294,"Ricky Sings Again is the third rock and roll album by Ricky Nelson , released in 1959 .",performer,0 1 2,11 12
1836,"The Meddling Monk ( originally played by Peter Butterworth ) encountered the First Doctor in the 1960s TV stories "" The Time Meddler "" and "" The Daleks ' Master Plan "" .",characters,20 21 22,0 1 2
2505,"William Hurt reprises his role as Thunderbolt Ross from "" The Incredible Hulk "" , and is now the US Secretary of State .",performer,6 7,0 1
908,"Michael Caine played the spy Harry Palmer in "" The Ipcress File "" ( 1965 ) , and four sequels .",characters,9 10 11,5 6
2340,""" Spewer "" was developed by Edmund McMillen and Eli Piilonen and released on Newgrounds on May 4 , 2009 .",publisher,1,14
246,"Acción mutante is a 1993 Spanish science fiction black comedy film co - written and directed by Álex de la Iglesia and produced by , among others , Pedro Almodóvar .",director,0 1,17 18 19 20
589,"On February 1 , 2013 , "" We Rule "" was removed from the Appstore alongside other ngmoco games .",publisher,7 8,17
2373,"Since numbered predecessor "" Metal Max 2 "" was released in 1993 , original publisher Data East planned to release a new entry , but then it got into trouble .",publisher,4 5 6,15 16
1891,"The song was also showcased in Frank Lloyd 's "" Cavalcade "" , and in the musical and film "" Oh , What a Lovely War ! "" .",director,10,6 7
1470,"While they had experimented with indestructible enemies in "" Phantom Hourglass "" and "" Spirit Tracks "" , but this time it was changed by restricting Link 's options and actions .",characters,14 15,26
1398,"Johnson is the Founding Executive Editor of AIP Advances , a peer - reviewed journal published by the American Institute of Physics .",publisher,7 8,18 19 20 21
2744,"In 1913 the American Physical Society took over "" "" Physical Review "" "" .",publisher,10 11,3 4 5
2404,"Rowan Software ported "" Falcon "" for Spectrum HoloByte to the Atari ST in 1988 and Amiga in 1989 , and the version for the CDTV was also published by Spectrum HoloByteand Mirrorsoft in 1992 .",publisher,4,7 8
1852,Bunshinsaba ( ) is a 2004 South Korean horror film directed by Ahn Byeong - ki .,director,0,12 13 14 15
1851,"The festival opened with "" Les Amants de Teruel "" , directed by Raymond Rouleau .",director,5 6 7 8,13 14
2418,"They have also just announced U.S. distribution for An Open Secret , by Academy Award nominated director , Amy Berg .",director,8 9 10,18 19
178,"The pair 's most notable previous collaboration was portraying Bo and Luke Duke in "" The Dukes of Hazzard "" TV series from 1979 – 1985 .",characters,15 16 17 18,11 12
2741,"It was directed by Fernando de Fuentes , and is the second of his "" Revolution Trilogy "" , preceded by "" El prisionero trece "" and followed by "" Vámonos con Pancho Villa "" .",director,22 23 24,4 5 6
554,""" , and a special screening of Kinji Fukasaku 's "" Battle Royale "" .",director,10 11 12 13,7 8
837,"There are seven different nations that are allied or in conflict : Prior to its North American release , "" Vanguard Bandits "" was titled "" Detonator Gauntlet "" by Working Designs .",publisher,21 22,30 31
1786,"Terry was later signed as the lead in the 1928 film "" Me , Gangster "" , directed by Raoul Walsh .",director,12 13 14,19 20
1354,"Double Nickel 's first film was "" The Flock "" ( 2007 ) starring Richard Gere and Claire Danes and directed by Andrew Lau .",director,7 8,22 23
2583,"Playdead later removed Denuvo from their game "" Inside "" in their later patches .",publisher,8,0
185,"23 November 2001 Her second Tamil film was "" Alli Arjuna "" , directed by noted film maker Saran featuring Manoj Bharathiraja .",director,9 10,18
2656,"The fifth series also saw the introduction of Rory Williams , played by Arthur Darvill .",characters,1 2,8 9
477,"The original manga by Hiromu Shinozuka began serialization in Shogakukan 's "" Ciao "" magazine from May 2008 to October 2014 .",publisher,12,9
2412,"The planet was also the site of a swordfighting duel between Malcolm Reynolds and Atherton Wing in the episode "" Shindig "" .",characters,20,11 12
2004,""" Bécassine "" was made into a film in 1940 , directed by Pierre Caron with a story by Jean Nohain and René Pujol , and starring Paulette Dubost as Bécassine .",director,1,13 14
595,""" Hablemos del amor "" ( , "" Let 's Talk About Love "" ) was the Spanish entry in the Eurovision Song Contest 1967 , performed in Spanish by Raphael .",performer,1 2 3,30
654,"The Palme d'Or went to "" Farewell My Concubine "" by Chen Kaige and "" The Piano "" by Jane Campion .",director,15 16,19 20
79,""" The Simpsons "" is an animated series about a working class family , which consists of Homer , Marge , Bart , Lisa , and Maggie .",characters,1 2,26
385,Dead Trigger 2 is a zombie - themed first person survival horror video game developed and published by Madfinger Games .,publisher,0 1,18 19
1138,"With Clouser , Kaufman assisted on Helmet ’s 2004 Interscope Records release "" Size Matters "" .",performer,13 14,6
1880,"The documentary is being turned into a feature film by Stephen Merchant with Dwayne Johnson producing , titled Fighting with My Family .",director,18 19 20 21,10 11
1919,"In the Italian poem "" Orlando furioso "" , Pinabel tricks the female knight Bradamante into stepping off a cliff , but she narrowly escapes death .",characters,5 6,14
2346,"In November , they released a remix of Rudimental 's single Not Giving In featuring John Newman and Alex Clare .",performer,11 12 13,8
2276,"The UN Secretary - General in World Politics "" ( Cambridge : Cambridge University Press , 2007 ) .",publisher,6 7,12 13 14
2306,""" Super Mario Galaxy 2 "" was announced during the Nintendo conference at E3 2009 held in Los Angeles .",publisher,1 2 3 4,10
129,"The producer Ismail Merchant first approached writer and director Nicholas Meyer — fresh off his work on "" Volunteers "" and "" "" —through Meyer 's agent about directing "" The Deceivers "" .",director,18,9 10
341,"As told in "" The Fellowship of the Ring "" , Isildur returned with Elendil and Gil - galad in the Last Alliance of Elves and Men in 3434 .",characters,4 5 6 7 8,16 17 18
2544,"Louganis 's 1984 and 1988 Olympic victories were covered in Bud Greenspan 's documentaries about the 1984 and 1988 Summer Olympics , both titled "" 16 Days of Glory "" .",director,25 26 27 28,10 11
355,""" The Irony of It All "" is a song by The Streets .",performer,1 2 3 4 5,11 12
1401,He wrote the dialogues for the film Sindhooram directed by Krishna Vamsi .,director,7,10 11
299,"Fireproof Games released "" The Room Two "" to iOS and Android devices in early 2014 .",publisher,4 5 6,0 1
427,"On January 14 , 2014 , Versus Evil launched Stoic 's role - playing strategy game , "" The Banner Saga , "" which received praise as one of the top indie titles of 2014 .",publisher,18 19 20,6 7
414,""" My Galileo "" was the first entry by Belarus in the Eurovision Song Contest , performed at the 2004 Contest in English by Aleksandra and Konstantin .",performer,1 2,24 25 26
1541,"AMF Bowling World Lanes is a sports video game developed by Front Line Studios and published by Bethesda Softworks on November 18 , 2008 for the Wii video game console .",publisher,0 1 2 3,17 18
2233,"Commissionaire Peterson is a character in the 1892 Sherlock Holmes short story "" The Adventure of the Blue Carbuncle . """,characters,13 14 15 16 17 18,8 9
1050,""" Ov Fire and the Void "" is a song by the extreme metal band Behemoth from their 2009 album Evangelion .",performer,20,15
2712,1 on the Country Charts in late 1999 and remained there for five consecutive weeks until it was knocked off by When I Said I Do by Clint Black and Lisa Hartman Black .,performer,21 22 23 24 25,27 28
2690,""" Star Trek : Klingon , Operation Manual "" , Simon & Schuster 1996 The celebration is interrupted , however , when Pok 's father is killed during an assassination attempt on Gowron 's life .",publisher,1 2 3 4,10 11 12
2605,The Hot Touch ( also credited as Hot Touch ) is a 1981 film directed by Roger Vadim .,director,1 2,16 17
1185,""" The Jungle Book "" was published in the United States by Macmillan Publishers in 1894 and is currently being published by them in London .",publisher,1 2 3,12 13
22,"Together with fellow new band member , vocalist Dave Walker , Fleetwood Mac recorded the "" Penguin "" album in January 1973 .",performer,16,11 12
2431,"In her first audition , she performed "" Sail "" by Awolnation , and received four yes votes from the judges .",performer,8,11
1591,"She played Aphrodite in 1981 's "" Clash of the Titans "" , where she worked with Laurence Olivier .",characters,7 8 9 10,2
640,"Woody Allen 's "" Wonder Wheel "" , a drama set in 1950s Coney Island , was Winslet 's next release .",director,4 5,0 1
1837,"He guest starred on "" How I Met Your Mother "" in the role of Barney Stinson 's father , Jerry .",characters,5 6 7 8 9,15 16
430,"They were all based on the early stories from "" The Incredible Hulk "" and "" Tales to Astonish "" comic book series from Marvel .",publisher,16 17 18,24
1658,""" Keep Talking "" is a song from Pink Floyd 's 1994 album , "" The Division Bell "" .",performer,1 2,8 9
1881,"Those stations had to change their mind when the song became number one , ending the five - week run of "" Get Back "" by the Beatles as the top song .",performer,22 23,26 27
353,"Feeder also used the Renegades name for their Sonisphere 2010 appearance , which was their last show using this name and also their tour of Japan in July of the same year .",performer,4,0
805,"In "" Lenin in Paris "" he plays Paul Lafargue .",characters,2 3 4,8 9
2206,"In 1998 , Caan portrayed Philip Marlowe in the HBO film "" Poodle Springs "" .",characters,12 13,5 6
1828,Ricochet Lost Worlds : Recharged is the third game in the Ricochet video game series by Reflexive Entertainment .,publisher,0 1 2,16 17
